PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CE,CP,SE,Hydraulic_accumulator
157.01,106.32,1.73,0.0,8.55,8.49,2397.55,6.6,9.2,54.17,58.77,55.73,49.41,0.65,20.12,1.57,60.48,130.0
156.97,106.3,1.74,0.0,8.55,8.49,2397.67,6.59,9.2,54.19,58.78,55.74,49.51,0.65,19.85,1.55,60.29,130.0
156.94,106.27,1.73,0.0,8.55,8.49,2397.55,6.6,9.2,54.2,58.8,55.73,49.46,0.66,19.94,1.55,60.43,130.0
156.97,106.26,1.73,0.0,8.54,8.49,2397.19,6.61,9.19,54.18,58.8,55.72,49.45,0.66,19.96,1.55,60.59,130.0
156.99,106.28,1.74,0.0,8.54,8.48,2397.81,6.59,9.19,54.17,58.79,55.75,49.46,0.65,19.99,1.56,60.31,130.0
156.96,106.27,1.74,0.0,8.54,8.48,2397.29,6.6,9.19,54.15,58.77,55.78,49.42,0.66,20.26,1.57,60.44,130.0
156.97,106.31,1.74,0.0,8.54,8.48,2397.78,6.59,9.19,54.19,58.79,55.76,49.47,0.67,20.05,1.56,60.34,130.0
157.01,106.32,1.74,0.0,8.54,8.48,2399.6,6.6,9.19,54.19,58.79,55.8,49.49,0.67,20.1,1.56,60.44,130.0
156.99,106.3,1.73,0.0,8.54,8.48,2396.14,6.59,9.19,54.23,58.8,55.77,49.49,0.68,20.06,1.55,60.45,130.0
156.96,106.29,1.74,0.0,8.54,8.48,2396.09,6.59,9.18,54.24,58.82,55.78,49.5,0.65,20.02,1.55,60.4,130.0
156.95,106.29,1.73,0.0,8.53,8.48,2397.15,6.59,9.18,54.24,58.85,55.8,49.53,0.67,20.02,1.55,60.38,130.0
156.93,106.24,1.73,0.0,8.54,8.48,2397.77,6.6,9.19,54.24,58.86,55.8,49.49,0.66,20.11,1.56,60.56,130.0
157.06,106.37,1.74,0.0,8.53,8.48,2397.7,6.6,9.18,54.25,58.86,55.82,49.5,0.66,20.13,1.56,60.48,130.0
156.99,106.32,1.73,0.0,8.53,8.48,2397.12,6.59,9.19,54.24,58.86,55.82,49.57,0.65,19.96,1.55,60.43,130.0
157.01,106.32,1.75,0.0,8.54,8.48,2399.01,6.6,9.19,54.26,58.87,55.85,49.61,0.66,19.9,1.54,60.59,130.0
157.01,106.35,1.73,0.0,8.54,8.48,2399.28,6.59,9.19,54.26,58.88,55.86,49.58,0.65,20.0,1.55,60.36,130.0
156.96,106.29,1.75,0.0,8.53,8.48,2399.73,6.6,9.19,54.29,58.9,55.85,49.6,0.66,19.91,1.55,60.46,130.0
156.98,106.27,1.75,0.0,8.53,8.48,2399.27,6.59,9.19,54.3,58.91,55.85,49.57,0.67,20.06,1.56,60.23,130.0
156.95,106.26,1.76,0.0,8.53,8.47,2398.14,6.59,9.19,54.3,58.92,55.87,49.61,0.67,20.01,1.55,60.33,130.0
157.0,106.32,1.74,0.0,8.53,8.47,2400.49,6.6,9.19,54.32,58.94,55.84,49.51,0.66,20.27,1.57,60.4,130.0
157.02,106.35,1.74,0.0,8.53,8.47,2400.62,6.6,9.2,54.32,58.96,55.86,49.61,0.66,19.98,1.55,60.43,130.0
156.39,105.85,1.66,0.0,8.53,8.47,2427.4,6.31,9.2,54.27,58.91,55.88,49.64,0.65,19.99,1.55,56.91,130.0
174.89,124.5,1.04,0.0,8.54,8.48,2676.66,3.02,9.2,54.14,58.59,55.78,49.56,0.74,19.97,1.54,27.13,130.0
156.37,104.53,1.72,0.0,8.54,8.48,2425.9,6.47,9.2,54.2,58.6,55.81,49.59,0.81,19.98,1.54,56.28,130.0
156.49,105.12,1.64,0.0,8.54,8.48,2427.28,6.39,9.21,54.16,58.72,55.76,49.64,0.71,19.66,1.52,56.72,130.0
167.47,116.7,1.31,0.0,8.54,8.48,2570.48,4.29,9.2,54.12,58.55,55.73,49.5,0.73,20.09,1.55,38.76,130.0
167.31,116.62,1.3,0.01,8.54,8.48,2568.06,4.27,9.2,54.16,58.42,55.71,49.51,0.74,19.99,1.54,38.53,130.0
156.55,105.31,1.65,0.0,8.54,8.48,2423.72,6.23,9.2,54.27,58.57,55.69,49.55,0.68,19.85,1.53,55.52,130.0
156.8,105.54,1.64,0.0,8.54,8.48,2428.29,6.23,9.2,54.23,58.69,55.79,49.6,0.66,19.93,1.54,55.59,130.0
156.6,105.29,1.65,0.0,8.53,8.48,2425.15,6.22,9.19,54.21,58.72,55.81,49.62,0.66,19.87,1.53,55.39,130.0
156.56,105.23,1.65,0.0,8.54,8.48,2422.02,6.23,9.2,54.19,58.74,55.81,49.68,0.66,19.7,1.52,55.5,130.0
156.35,105.04,1.64,0.0,8.54,8.48,2419.46,6.23,9.2,54.19,58.73,55.79,49.57,0.66,20.05,1.54,55.55,130.0
156.25,105.3,1.64,0.0,8.54,8.48,2419.26,6.26,9.2,54.19,58.73,55.79,49.61,0.66,19.96,1.53,56.26,130.0
156.2,105.24,1.65,0.0,8.53,8.48,2420.47,6.26,9.2,54.17,58.73,55.74,49.57,0.66,19.92,1.53,56.23,130.0
156.23,105.28,1.64,0.0,8.54,8.48,2420.11,6.26,9.2,54.21,58.72,55.69,49.59,0.66,19.74,1.51,56.26,130.0
156.22,105.24,1.64,0.0,8.53,8.48,2416.43,6.26,9.2,54.19,58.72,55.74,49.61,0.66,19.83,1.52,56.22,130.0
156.22,105.27,1.63,0.0,8.53,8.47,2418.34,6.26,9.2,54.18,58.72,55.76,49.61,0.65,19.91,1.52,56.27,130.0
156.2,105.25,1.65,0.0,8.53,8.48,2417.23,6.26,9.2,54.2,58.72,55.74,49.56,0.66,20.03,1.53,56.29,130.0
156.24,105.3,1.64,0.0,8.53,8.47,2418.3,6.26,9.2,54.21,58.73,55.71,49.65,0.67,19.65,1.5,56.29,130.0
156.24,105.28,1.64,0.0,8.54,8.48,2419.1,6.27,9.21,54.21,58.73,55.7,49.54,0.66,19.95,1.53,56.36,130.0
156.22,105.29,1.64,0.0,8.53,8.48,2420.48,6.27,9.2,54.19,58.74,55.74,49.55,0.66,19.99,1.53,56.29,130.0
156.22,105.26,1.64,0.0,8.53,8.47,2418.63,6.27,9.2,54.2,58.74,55.74,49.59,0.66,19.9,1.53,56.34,130.0
156.14,105.46,1.65,0.0,8.53,8.48,2417.65,6.28,9.2,54.18,58.73,55.75,49.57,0.66,19.97,1.53,56.68,130.0
156.14,105.46,1.65,0.0,8.53,8.47,2416.37,6.28,9.2,54.18,58.73,55.75,49.49,0.66,20.23,1.55,56.66,130.0
156.12,105.46,1.65,0.0,8.53,8.47,2414.88,6.28,9.2,54.22,58.72,55.71,49.51,0.66,20.08,1.54,56.69,130.0
156.14,105.45,1.65,0.0,8.53,8.47,2416.72,6.28,9.2,54.22,58.72,55.74,49.54,0.65,20.03,1.54,56.68,130.0
156.16,105.47,1.64,0.0,8.53,8.47,2417.13,6.27,9.2,54.21,58.72,55.74,49.52,0.66,20.09,1.54,56.62,130.0
156.15,105.46,1.64,0.0,8.53,8.47,2415.72,6.28,9.2,54.2,58.71,55.74,49.47,0.65,20.24,1.55,56.68,130.0
156.15,105.47,1.64,0.0,8.53,8.47,2416.32,6.27,9.2,54.23,58.73,55.72,49.46,0.66,20.21,1.55,56.64,130.0
156.19,105.54,1.64,0.0,8.53,8.48,2415.54,6.28,9.2,54.27,58.74,55.73,49.55,0.66,19.97,1.53,56.74,130.0
156.14,105.48,1.63,0.0,8.53,8.47,2414.68,6.28,9.2,54.24,58.76,55.75,49.57,0.66,19.94,1.53,56.73,130.0
156.14,105.48,1.63,0.0,8.53,8.47,2415.57,6.28,9.2,54.24,58.76,55.76,49.6,0.65,19.88,1.53,56.7,130.0
156.11,105.61,1.65,0.0,8.53,8.47,2414.58,6.26,9.2,54.26,58.76,55.76,49.65,0.66,19.79,1.51,56.52,130.0
156.08,105.61,1.64,0.0,8.53,8.47,2415.26,6.28,9.2,54.28,58.74,55.78,49.65,0.66,19.98,1.52,56.74,130.0
156.1,105.61,1.65,0.0,8.53,8.47,2415.5,6.28,9.2,54.3,58.75,55.78,49.59,0.66,20.18,1.54,56.75,130.0
156.14,105.67,1.64,0.0,8.53,8.47,2416.61,6.27,9.2,54.3,58.76,55.76,49.57,0.66,20.12,1.54,56.69,130.0
156.18,105.68,1.64,0.0,8.53,8.47,2414.04,6.26,9.2,54.31,58.77,55.8,49.61,0.66,20.12,1.54,56.6,130.0
156.15,105.65,1.64,0.0,8.53,8.47,2413.9,6.28,9.2,54.3,58.79,55.79,49.57,0.66,20.16,1.54,56.81,130.0
174.52,124.97,1.06,0.0,8.52,8.46,2657.64,3.04,9.19,54.27,58.57,55.83,49.67,0.74,19.9,1.53,28.19,130.0
156.7,105.8,1.67,0.09,8.52,8.46,2420.0,6.32,9.18,54.38,58.64,55.91,49.73,0.75,19.87,1.53,56.09,130.0
156.35,105.89,1.67,0.0,8.52,8.46,2415.95,6.26,9.19,54.39,58.8,55.97,49.81,0.66,19.76,1.52,56.58,130.0
156.33,105.83,1.67,0.0,8.52,8.46,2416.57,6.25,9.19,54.42,58.87,55.94,49.71,0.66,20.01,1.54,56.48,130.0
156.45,105.89,1.69,0.0,8.51,8.46,2403.78,6.35,9.19,54.4,58.9,55.97,49.7,0.66,20.1,1.55,57.65,130.0
156.53,105.15,1.69,0.0,8.51,8.45,2403.59,6.31,9.19,54.4,58.91,55.98,49.75,0.66,20.0,1.54,56.66,130.0
156.78,105.41,1.68,0.0,8.52,8.46,2407.08,6.32,9.19,54.43,58.92,55.91,49.69,0.66,20.04,1.54,56.91,130.0
156.63,105.25,1.67,0.0,8.51,8.46,2404.98,6.32,9.19,54.44,58.94,55.96,49.73,0.66,20.04,1.54,56.86,130.0
156.61,105.25,1.68,0.0,8.51,8.46,2405.3,6.32,9.19,54.43,58.93,55.97,49.71,0.66,20.12,1.55,56.81,130.0
156.62,105.23,1.69,0.0,8.52,8.46,2405.66,6.32,9.18,54.44,58.94,55.94,49.7,0.66,20.07,1.54,56.85,130.0
156.54,105.18,1.68,0.0,8.52,8.46,2406.07,6.32,9.19,54.43,58.95,55.95,49.71,0.66,20.02,1.54,56.65,130.0
156.54,105.17,1.69,0.0,8.52,8.46,2407.7,6.32,9.19,54.43,58.94,55.94,49.69,0.66,20.08,1.55,56.72,130.0
156.54,105.2,1.68,0.0,8.52,8.47,2407.38,6.32,9.19,54.45,58.94,55.91,49.69,0.66,20.05,1.54,56.76,130.0
156.55,105.18,1.68,0.0,8.52,8.46,2407.6,6.32,9.19,54.43,58.93,55.94,49.68,0.65,20.2,1.55,56.64,130.0
156.53,105.21,1.68,0.0,8.52,8.46,2407.44,6.35,9.19,54.42,58.92,55.94,49.69,0.65,20.1,1.55,57.11,130.0
156.43,105.41,1.69,0.0,8.52,8.46,2403.99,6.36,9.2,54.43,58.92,55.9,49.68,0.66,19.99,1.54,57.61,130.0
156.41,105.42,1.69,0.0,8.52,8.47,2402.78,6.36,9.19,54.44,58.92,55.86,49.67,0.66,19.95,1.54,57.6,130.0
156.43,105.42,1.69,0.0,8.52,8.46,2403.28,6.35,9.19,54.42,58.92,55.92,49.7,0.65,20.04,1.54,57.52,130.0
156.45,105.41,1.69,0.0,8.52,8.47,2403.86,6.35,9.19,54.42,58.92,55.89,49.71,0.66,19.93,1.53,57.49,130.0
156.47,105.44,1.69,0.0,8.52,8.46,2404.47,6.36,9.19,54.42,58.92,55.88,49.64,0.66,20.11,1.55,57.63,130.0
156.47,105.44,1.68,0.0,8.52,8.46,2405.02,6.36,9.19,54.4,58.91,55.89,49.64,0.66,20.1,1.55,57.6,130.0
156.43,105.38,1.69,0.0,8.52,8.46,2405.29,6.36,9.19,54.42,58.91,55.9,49.64,0.66,20.13,1.55,57.51,130.0
156.47,105.45,1.69,0.0,8.52,8.46,2407.5,6.36,9.19,54.43,58.9,55.91,49.65,0.66,20.12,1.55,57.47,130.0
156.45,105.43,1.69,0.01,8.52,8.46,2403.61,6.36,9.19,54.42,58.91,55.9,49.68,0.65,20.03,1.54,57.62,130.0
156.52,105.5,1.68,0.01,8.52,8.46,2403.92,6.36,9.19,54.4,58.92,55.89,49.68,0.66,19.99,1.54,57.65,130.0
156.43,105.68,1.69,0.0,8.52,8.46,2403.36,6.37,9.19,54.38,58.9,55.91,49.68,0.66,20.04,1.54,57.97,130.0
156.47,105.73,1.69,0.0,8.52,8.47,2404.43,6.37,9.2,54.42,58.91,55.86,49.63,0.66,20.12,1.54,57.93,130.0
156.48,105.73,1.69,0.0,8.52,8.47,2404.19,6.37,9.19,54.43,58.93,55.86,49.6,0.65,20.21,1.55,57.99,130.0
156.47,105.71,1.69,0.0,8.52,8.46,2405.48,6.37,9.19,54.38,58.93,55.91,49.68,0.66,20.07,1.54,57.92,130.0
156.47,105.73,1.69,0.0,8.52,8.46,2406.0,6.37,9.19,54.37,58.92,55.91,49.71,0.65,19.97,1.54,57.9,130.0
156.49,105.71,1.7,0.0,8.52,8.46,2405.77,6.37,9.2,54.4,58.92,55.89,49.7,0.66,19.97,1.53,57.88,130.0
156.45,105.72,1.69,0.0,8.52,8.46,2405.63,6.37,9.2,54.43,58.94,55.87,49.71,0.66,19.91,1.53,57.88,130.0
156.45,105.69,1.7,0.0,8.52,8.46,2405.48,6.37,9.19,54.42,58.95,55.89,49.71,0.66,19.97,1.53,57.89,130.0
156.47,105.74,1.69,0.0,8.52,8.46,2406.16,6.37,9.2,54.41,58.94,55.92,49.71,0.66,20.01,1.54,57.85,130.0
156.46,105.73,1.68,0.0,8.51,8.46,2405.42,6.37,9.19,54.42,58.95,55.9,49.65,0.66,20.23,1.55,57.87,130.0
156.38,105.81,1.69,0.0,8.52,8.46,2405.76,6.38,9.19,54.4,58.96,55.87,49.63,0.66,20.21,1.55,58.02,130.0
156.39,105.86,1.69,0.0,8.52,8.46,2407.41,6.35,9.19,54.42,58.96,55.9,49.73,0.65,19.97,1.53,57.57,130.0
156.38,105.83,1.69,0.01,8.51,8.46,2405.51,6.37,9.19,54.41,58.96,55.89,49.69,0.65,20.07,1.53,57.89,130.0
156.41,105.85,1.68,0.0,8.51,8.45,2406.05,6.37,9.19,54.41,58.95,55.9,49.71,0.65,20.06,1.53,57.84,130.0
156.4,105.85,1.69,0.0,8.52,8.46,2404.36,6.35,9.19,54.44,58.98,55.89,49.68,0.66,20.11,1.54,57.65,130.0
156.4,105.85,1.69,0.0,8.51,8.46,2404.64,6.36,9.19,54.41,58.97,55.92,49.69,0.64,20.15,1.54,57.7,130.0
156.41,105.86,1.69,0.0,8.51,8.46,2404.9,6.38,9.19,54.42,58.98,55.89,49.68,0.65,20.15,1.54,58.07,130.0
156.42,105.87,1.69,0.0,8.51,8.46,2405.53,6.36,9.19,54.42,58.98,55.91,49.69,0.65,20.18,1.54,57.74,130.0
156.43,105.84,1.69,0.0,8.51,8.45,2402.88,6.37,9.19,54.4,58.97,55.95,49.71,0.73,20.19,1.54,57.97,130.0
156.4,105.84,1.7,0.0,8.51,8.45,2402.67,6.38,9.18,54.38,58.98,55.94,49.52,0.66,20.75,1.59,58.15,130.0
156.83,106.12,1.75,0.01,8.51,8.46,2395.17,6.61,9.19,54.41,59.01,55.92,49.74,0.68,19.99,1.53,60.53,130.0
157.1,105.55,1.75,0.01,8.51,8.45,2397.76,6.55,9.19,54.44,59.03,55.95,49.71,0.67,20.14,1.54,59.09,130.0
157.09,105.56,1.75,0.04,8.51,8.45,2397.08,6.55,9.18,54.53,59.08,55.95,49.67,0.67,20.31,1.55,59.25,130.0
157.08,105.54,1.74,0.0,8.5,8.45,2395.54,6.54,9.18,54.53,59.11,56.05,49.73,0.67,20.37,1.56,59.12,130.0
157.07,105.51,1.75,0.0,8.5,8.44,2394.97,6.54,9.18,54.62,59.17,56.05,49.81,0.67,20.17,1.54,59.11,130.0
157.08,105.52,1.75,0.0,8.5,8.44,2394.77,6.55,9.17,54.66,59.21,56.12,49.85,0.68,20.2,1.55,59.19,130.0
157.07,105.52,1.74,0.0,8.49,8.43,2394.22,6.54,9.17,54.67,59.24,56.14,49.85,0.68,20.28,1.55,59.12,130.0
157.07,105.53,1.75,0.0,8.49,8.43,2394.2,6.54,9.16,54.72,59.26,56.16,49.77,0.67,20.61,1.58,59.11,130.0
157.04,105.51,1.75,0.0,8.49,8.43,2393.3,6.54,9.16,54.76,59.3,56.18,49.85,0.68,20.41,1.56,59.12,130.0
157.03,105.51,1.74,0.0,8.49,8.43,2396.07,6.56,9.16,54.75,59.33,56.24,49.83,0.68,20.63,1.58,59.33,130.0
157.04,105.54,1.75,0.0,8.49,8.43,2398.88,6.56,9.17,54.81,59.38,56.25,49.89,0.66,20.45,1.57,59.35,130.0
156.93,105.73,1.75,0.0,8.49,8.43,2397.93,6.58,9.16,54.8,59.38,56.33,49.97,0.66,20.43,1.57,59.89,130.0
156.95,105.76,1.74,0.0,8.49,8.43,2395.35,6.57,9.16,54.84,59.4,56.33,49.99,0.65,20.33,1.56,59.92,130.0
156.95,105.76,1.75,0.0,8.49,8.43,2393.42,6.58,9.15,54.85,59.43,56.34,49.94,0.68,20.48,1.58,60.0,130.0
156.96,105.78,1.75,0.0,8.48,8.43,2394.79,6.58,9.15,54.86,59.45,56.36,49.99,0.67,20.4,1.57,59.99,130.0
156.91,105.75,1.75,0.0,8.48,8.43,2394.85,6.57,9.15,54.87,59.46,56.4,50.0,0.66,20.51,1.58,59.93,130.0
156.93,105.78,1.75,0.0,8.48,8.43,2392.73,6.57,9.15,54.89,59.48,56.39,50.05,0.66,20.35,1.57,59.99,130.0
156.92,105.74,1.75,0.0,8.48,8.42,2390.43,6.57,9.14,54.92,59.51,56.42,50.05,0.66,20.41,1.57,60.09,130.0
156.93,105.73,1.75,0.0,8.48,8.42,2389.79,6.56,9.14,54.95,59.53,56.43,49.99,0.66,20.7,1.59,59.86,130.0
156.9,105.72,1.75,0.0,8.48,8.42,2391.76,6.57,9.14,54.95,59.54,56.44,50.06,0.65,20.49,1.57,59.98,130.0
156.89,105.72,1.75,0.09,8.47,8.42,2390.84,6.57,9.14,55.02,59.56,56.45,50.09,0.67,20.41,1.56,59.94,130.0
156.79,105.9,1.76,0.01,8.47,8.42,2390.01,6.59,9.14,55.02,59.58,56.45,50.1,0.67,20.38,1.56,60.39,130.0
156.79,105.91,1.77,0.0,8.47,8.42,2389.81,6.59,9.14,55.04,59.59,56.5,50.08,0.66,20.57,1.58,60.42,130.0
156.8,105.91,1.75,0.0,8.47,8.42,2390.3,6.59,9.14,55.05,59.6,56.52,50.04,0.66,20.74,1.59,60.38,130.0
156.82,105.92,1.76,0.0,8.48,8.42,2390.55,6.59,9.14,55.04,59.61,56.56,50.12,0.66,20.58,1.58,60.38,130.0
156.84,105.94,1.75,0.0,8.48,8.42,2392.34,6.59,9.14,55.06,59.62,56.57,50.16,0.65,20.5,1.58,60.36,130.0
156.8,105.92,1.75,0.0,8.48,8.42,2392.22,6.59,9.14,55.05,59.62,56.54,50.06,0.65,20.68,1.6,60.38,130.0
156.84,105.92,1.76,0.0,8.48,8.42,2393.52,6.59,9.14,55.06,59.64,56.54,50.04,0.66,20.58,1.6,60.32,130.0
156.85,105.95,1.75,0.0,8.48,8.42,2394.49,6.59,9.14,54.99,59.62,56.54,50.09,0.67,20.34,1.59,60.37,130.0
156.84,105.97,1.75,0.0,8.48,8.42,2394.22,6.59,9.14,54.97,59.61,56.5,50.4,0.65,19.16,1.5,60.34,130.0
156.87,105.96,1.76,0.0,8.48,8.43,2393.85,6.59,9.15,54.95,59.6,56.47,50.09,0.67,20.04,1.57,60.35,130.0
156.82,106.1,1.77,0.0,8.49,8.43,2393.99,6.6,9.15,54.9,59.57,56.46,49.96,0.67,20.32,1.6,60.58,130.0
156.82,106.08,1.76,0.0,8.49,8.43,2393.25,6.61,9.15,54.88,59.55,56.43,49.89,0.67,20.49,1.61,60.64,130.0
156.85,106.12,1.76,0.0,8.49,8.44,2390.98,6.6,9.16,54.84,59.53,56.35,49.81,0.65,20.49,1.61,60.54,130.0
156.84,106.1,1.76,0.0,8.49,8.44,2392.34,6.6,9.15,54.82,59.51,56.36,49.78,0.65,20.56,1.62,60.52,130.0
156.84,106.12,1.75,0.0,8.5,8.44,2393.98,6.59,9.16,54.78,59.48,56.34,49.72,0.66,20.74,1.63,60.32,130.0
156.86,106.11,1.75,0.0,8.5,8.44,2394.71,6.59,9.16,54.74,59.45,56.32,49.73,0.65,20.63,1.63,60.33,130.0
156.85,106.15,1.76,0.01,8.5,8.45,2395.69,6.58,9.16,54.73,59.42,56.28,49.77,0.67,20.44,1.61,60.22,130.0
156.83,106.13,1.75,0.01,8.5,8.44,2396.49,6.6,9.16,54.73,59.4,56.24,49.66,0.66,20.67,1.63,60.51,130.0
156.85,106.15,1.76,0.0,8.5,8.45,2396.26,6.6,9.17,54.67,59.38,56.24,49.64,0.66,20.71,1.63,60.42,130.0
156.86,106.14,1.75,0.0,8.5,8.45,2397.6,6.61,9.17,54.64,59.35,56.23,49.62,0.65,20.75,1.63,60.53,130.0
156.82,106.1,1.77,0.11,8.51,8.45,2403.73,6.62,9.18,54.49,59.25,56.18,49.71,0.68,20.35,1.6,60.13,115.0
156.8,106.08,1.76,0.0,8.52,8.46,2401.77,6.6,9.19,54.54,59.23,56.09,49.59,0.65,20.51,1.61,59.83,115.0
156.81,106.08,1.77,0.22,8.51,8.46,2397.82,6.59,9.18,54.52,59.22,56.08,49.48,0.66,20.75,1.63,59.76,115.0
156.82,106.12,1.76,0.18,8.52,8.46,2397.36,6.59,9.18,54.45,59.17,56.06,49.63,0.66,20.33,1.59,59.79,115.0
156.8,106.1,1.76,0.16,8.52,8.46,2397.49,6.59,9.19,54.44,59.14,56.03,49.52,0.67,20.63,1.61,59.74,115.0
156.86,106.12,1.76,0.09,8.52,8.46,2398.7,6.6,9.19,54.44,59.11,56.01,49.51,0.65,20.58,1.61,59.93,115.0
156.85,106.12,1.76,0.06,8.52,8.46,2396.43,6.6,9.19,54.41,59.09,55.98,49.5,0.65,20.55,1.61,59.96,115.0
156.83,106.09,1.76,0.05,8.52,8.46,2397.27,6.6,9.19,54.42,59.08,55.96,49.44,0.65,20.69,1.62,60.0,115.0
156.8,106.08,1.77,0.0,8.52,8.46,2396.95,6.59,9.19,54.39,59.07,55.95,49.48,0.67,20.49,1.6,59.76,115.0
156.85,106.09,1.76,0.25,8.52,8.46,2398.1,6.59,9.18,54.37,59.05,55.92,49.33,0.65,20.86,1.63,59.77,115.0
173.18,123.45,1.14,0.0,8.52,8.46,2652.4,3.27,9.18,54.26,58.73,55.92,49.41,0.74,20.59,1.61,30.14,115.0
156.4,105.08,1.67,2.86,8.53,8.47,2424.19,6.25,9.2,54.3,58.76,55.77,49.31,0.68,20.57,1.6,55.23,115.0
173.31,122.85,1.13,0.43,8.53,8.47,2652.81,3.23,9.19,54.14,58.49,55.83,49.46,0.73,20.24,1.58,29.1,115.0
173.32,122.83,1.12,0.83,8.52,8.47,2651.72,3.23,9.19,54.19,58.27,55.79,49.47,0.76,20.13,1.57,28.98,115.0
173.3,122.8,1.13,2.26,8.52,8.46,2648.31,3.23,9.19,54.25,58.19,55.84,49.47,0.78,20.21,1.58,29.13,115.0
173.29,122.82,1.14,2.43,8.51,8.45,2646.48,3.23,9.18,54.27,58.15,55.93,49.49,0.78,20.33,1.59,29.05,115.0
173.28,122.78,1.11,2.11,8.51,8.45,2646.49,3.24,9.18,54.32,58.12,56.01,49.74,0.79,19.77,1.55,29.23,115.0
156.38,105.06,1.66,3.26,8.51,8.45,2419.17,6.24,9.19,54.5,58.53,56.08,49.77,0.69,19.9,1.56,55.22,115.0
173.28,122.81,1.12,1.51,8.5,8.44,2649.53,3.24,9.17,54.37,58.43,56.17,49.76,0.75,20.19,1.59,29.21,115.0
173.28,122.8,1.12,2.99,8.5,8.44,2648.89,3.24,9.17,54.46,58.33,56.2,49.81,0.78,20.16,1.58,29.25,115.0
173.29,122.79,1.12,1.42,8.5,8.44,2648.25,3.23,9.17,54.57,58.29,56.24,49.89,0.78,20.03,1.57,29.07,115.0
173.11,122.99,1.12,0.59,8.49,8.44,2646.08,3.28,9.16,54.68,58.3,56.34,49.91,0.77,20.25,1.59,30.08,115.0
173.15,123.06,1.12,0.59,8.49,8.43,2646.29,3.26,9.16,54.76,58.34,56.47,50.05,0.78,20.23,1.59,29.77,115.0
173.12,123.0,1.13,0.03,8.49,8.43,2645.59,3.27,9.15,54.84,58.39,56.54,50.13,0.78,20.16,1.58,29.92,115.0
173.07,122.94,1.12,0.04,8.5,8.45,2645.3,3.29,9.13,54.95,58.45,56.63,50.13,0.77,20.39,1.6,30.17,115.0
173.07,122.93,1.12,0.04,8.51,8.45,2641.79,3.27,9.11,55.08,58.51,56.75,50.26,0.76,20.38,1.59,29.98,115.0
173.07,122.91,1.12,0.0,8.5,8.45,2641.78,3.28,9.1,55.17,58.59,56.82,50.36,0.76,20.33,1.59,30.04,115.0
173.05,122.92,1.13,0.0,8.49,8.44,2641.65,3.26,9.09,55.25,58.67,56.98,50.43,0.76,20.45,1.6,29.76,115.0
173.01,122.9,1.12,0.0,8.5,8.44,2643.41,3.29,9.09,55.31,58.74,57.04,50.53,0.77,20.37,1.6,30.22,115.0
173.0,122.89,1.12,0.0,8.49,8.44,2642.3,3.28,9.08,55.4,58.79,57.14,50.58,0.77,20.51,1.61,30.02,115.0
172.95,122.85,1.13,0.0,8.49,8.43,2638.87,3.29,9.07,55.54,58.86,57.2,50.61,0.76,20.6,1.61,30.2,115.0
172.85,123.04,1.14,0.0,8.48,8.43,2636.84,3.31,9.07,55.62,58.93,57.25,50.67,0.76,20.59,1.61,30.61,115.0
166.7,116.6,1.32,0.0,8.48,8.43,2553.14,4.3,9.06,55.76,59.21,57.33,50.75,0.73,20.54,1.61,39.0,115.0
172.83,123.02,1.13,0.0,8.48,8.42,2634.61,3.3,9.06,55.79,59.21,57.41,50.81,0.75,20.55,1.61,30.57,115.0
172.81,123.03,1.13,0.0,8.47,8.42,2634.99,3.29,9.05,55.85,59.23,57.45,50.87,0.75,20.48,1.6,30.37,115.0
172.78,123.01,1.14,0.0,8.47,8.42,2635.03,3.32,9.04,55.89,59.28,57.54,50.94,0.74,20.53,1.61,30.75,115.0
172.78,123.02,1.14,0.0,8.46,8.41,2635.23,3.3,9.03,55.93,59.32,57.63,50.96,0.74,20.75,1.62,30.55,115.0
180.41,131.05,0.89,0.0,8.46,8.41,2736.73,2.08,9.03,55.99,59.3,57.69,50.98,0.78,20.82,1.63,19.57,115.0
173.26,123.05,1.13,0.0,8.45,8.4,2645.47,3.28,9.02,56.02,59.18,57.87,51.11,0.78,20.84,1.64,29.31,115.0
172.75,122.94,1.13,0.0,8.45,8.4,2636.34,3.3,9.02,56.1,59.35,57.92,51.18,0.75,20.78,1.64,30.42,115.0
172.73,122.96,1.13,0.0,8.45,8.4,2634.93,3.3,9.02,56.21,59.43,57.89,51.32,0.76,20.3,1.6,30.45,115.0
172.68,123.1,1.14,0.0,8.45,8.4,2634.63,3.29,9.0,56.28,59.52,58.0,51.25,0.75,20.83,1.64,30.43,115.0
172.67,123.09,1.15,0.0,8.45,8.4,2634.62,3.29,9.0,56.33,59.59,58.03,51.37,0.75,20.53,1.62,30.31,115.0
172.69,123.1,1.15,0.0,8.44,8.39,2633.56,3.29,9.0,56.4,59.64,58.06,51.38,0.75,20.59,1.62,30.4,115.0
172.68,123.08,1.14,0.0,8.44,8.39,2632.39,3.29,8.99,56.45,59.71,58.09,51.59,0.74,20.05,1.57,30.36,115.0
172.66,123.05,1.15,0.0,8.44,8.39,2631.27,3.3,8.99,56.48,59.75,58.18,51.72,0.75,19.9,1.57,30.64,115.0
